Time,Gross domestic income,"Compensation of employees, paid",Wages and salaries,To persons,To the rest of the world,Supplements to wages and salaries,Taxes on production and imports,Less: Subsidies,Net operating surplus,Private enterprises,"Net interest and miscellaneous payments, domestic industries",Business current transfer payments (net),Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,"Corporate profits with inventory valuation and capital consumption adjustments, domestic industries",Taxes on corporate income,Profits after tax with inventory valuation and capital consumption adjustments,Net dividends,Undistributed corporate profits with inventory valuation and capital consumption adjustments,Current surplus of government enterprises,Consumption of fixed capital,Private,Government,Statistical discrepancy
2002Q2,10967.337,6137.268,5006.446,4993.754,12.692,1130.822,751.293,39.822,2469.347,2463.834,553.025,81.552,864.434,208.855,755.968,153.672,602.296,386.273,216.022,5.513,1649.251,1354.357,294.894,-79.877
2002Q3,11051.742,6165.291,5020.511,5007.544,12.967,1144.78,768.491,41.333,2494.89,2484.465,547.821,77.463,873.009,207.677,778.494,161.806,616.688,363.537,253.151,10.424,1664.403,1367.028,297.375,-67.702
2002Q4,11197.272,6202.172,5035.549,5022.485,13.064,1166.623,776.312,41.856,2579.903,2570.123,552.417,76.168,883.355,209.946,848.237,179.853,668.384,392.372,276.013,9.78,1680.74,1380.933,299.807,-135.84
2003Q1,11245.795,6221.885,5035.694,5022.351,13.342,1186.191,788.612,47.12,2587.39,2580.31,544.685,77.822,876.295,218.701,862.807,199.942,662.865,372.099,290.765,7.08,1695.027,1392.296,302.731,-71.666
2003Q2,11377.023,6315.763,5109.829,5096.694,13.135,1205.935,799.992,57.14,2609.614,2603.942,521.359,75.585,892.397,223.194,891.407,196.456,694.951,447.368,247.584,5.672,1708.794,1403.422,305.372,-64.257
2003Q3,11565.399,6402.369,5177.406,5164.052,13.354,1224.963,812.991,45.922,2670.249,2666.035,515.709,75.74,905.261,227.513,941.813,217.65,724.163,418.902,305.261,4.214,1725.713,1417.187,308.525,1.27
2003Q4,11734.357,6509.165,5264.906,5251.293,13.613,1244.258,820.869,46.047,2703.513,2699.996,493.336,75.042,916.086,238.98,976.552,241.006,735.546,453.443,282.103,3.517,1746.857,1434.954,311.902,37.878
2004Q1,11916.004,6550.843,5283.996,5269.729,14.267,1266.847,847.322,44.242,2788.094,2786.093,451.682,80.273,946.564,243.0,1064.574,251.408,813.166,488.875,324.291,2.001,1773.987,1458.098,315.889,7.444
2004Q2,12148.492,6678.479,5390.75,5376.006,14.744,1287.728,859.898,43.662,2850.168,2849.023,449.415,79.672,963.037,243.418,1113.482,271.582,841.9,485.537,356.363,1.145,1803.609,1482.431,321.177,-35.677
2004Q3,12376.076,6813.4,5502.469,5488.035,14.434,1310.931,871.333,45.378,2901.575,2902.086,458.651,78.496,964.199,241.8,1158.94,292.736,866.204,481.47,384.734,-0.511,1835.146,1507.71,327.436,-70.769
2004Q4,12540.611,6874.482,5546.092,5531.347,14.744,1328.391,893.838,52.263,2949.941,2951.155,476.402,89.409,977.78,242.912,1164.652,298.32,866.332,614.192,252.14,-1.215,1874.613,1540.247,334.366,-13.397
2005Q1,12750.057,6937.715,5586.072,5569.834,16.238,1351.642,915.059,56.729,3042.411,3044.498,511.613,84.154,957.11,233.687,1257.935,375.747,882.188,454.663,427.525,-2.086,1911.601,1572.415,339.186,17.229
2005Q2,12964.763,7017.127,5649.387,5633.053,16.333,1367.74,937.317,60.694,3122.044,3124.988,556.532,96.497,963.936,231.156,1276.867,363.962,912.905,402.968,509.937,-2.943,1948.969,1603.872,345.097,-42.107
2005Q3,13180.576,7134.214,5749.835,5733.465,16.369,1384.379,952.103,61.986,3166.569,3171.011,590.198,92.038,988.041,213.554,1287.181,370.249,916.932,245.325,671.607,-4.442,1989.675,1637.912,351.763,-37.934
2005Q4,13489.392,7221.831,5826.679,5809.979,16.7,1395.152,965.272,64.234,3332.563,3336.888,638.176,89.876,1007.478,206.026,1395.332,409.037,986.295,170.614,815.682,-4.326,2033.96,1676.323,357.637,-165.188
2006Q1,13795.893,7391.39,5983.062,5966.347,16.715,1408.329,981.844,55.729,3407.96,3410.282,644.154,76.709,1049.502,194.509,1445.408,421.381,1024.028,574.094,449.934,-2.322,2070.428,1708.101,362.327,-196.733
2006Q2,13973.084,7439.589,6024.19,6007.57,16.62,1415.399,991.688,51.546,3486.258,3491.025,726.186,76.301,1052.043,183.436,1453.058,432.634,1020.424,584.756,435.668,-4.767,2107.094,1737.794,369.3,-219.66
2006Q3,14125.037,7498.469,6073.028,6056.805,16.223,1425.441,1004.102,49.886,3531.244,3538.419,723.389,82.7,1048.75,177.791,1505.789,451.289,1054.5,646.458,408.042,-7.175,2141.108,1765.919,375.189,-254.849
2006Q4,14207.487,7635.573,6192.991,6175.958,17.033,1442.582,1010.524,48.708,3432.068,3441.424,714.65,83.562,1053.184,168.742,1421.286,415.282,1006.004,746.446,259.558,-9.356,2178.031,1795.551,382.479,-167.927
2007Q1,14341.982,7816.971,6354.735,6338.564,16.171,1462.236,1025.852,49.499,3333.983,3345.859,752.06,97.82,1017.222,162.476,1316.281,418.619,897.662,662.013,235.649,-11.876,2214.675,1823.717,390.958,-126.331
2007Q2,14511.372,7856.222,6381.396,6365.127,16.269,1474.826,1033.08,58.181,3439.323,3451.586,830.011,95.081,998.504,180.253,1347.737,413.306,934.431,668.019,266.412,-12.263,2240.928,1843.831,397.097,-109.289
2007Q3,14465.128,7895.385,6407.743,6392.332,15.411,1487.643,1035.796,55.913,3324.258,3336.507,828.14,98.48,987.098,193.632,1229.157,376.508,852.649,697.274,155.375,-12.249,2265.601,1862.279,403.322,98.989
2007Q4,14529.241,7988.896,6485.268,6468.668,16.6,1503.628,1052.587,54.744,3252.706,3267.802,843.819,97.608,978.763,208.675,1138.936,358.695,780.242,684.138,96.103,-15.096,2289.796,1879.944,409.852,185.817
2008Q1,14574.086,8067.816,6552.34,6534.05,18.29,1515.476,1045.748,51.941,3192.668,3208.771,828.794,111.964,964.96,249.248,1053.805,297.984,755.821,668.865,86.956,-16.103,2319.795,1902.823,416.972,132.452
2008Q2,14617.898,8066.295,6544.069,6527.291,16.778,1522.226,1054.693,51.66,3201.371,3218.489,837.486,105.541,967.537,280.963,1026.962,285.23,741.732,685.238,56.493,-17.118,2347.2,1923.79,423.41,247.803
2008Q3,14711.004,8085.25,6558.017,6541.771,16.247,1527.232,1058.494,52.0,3243.221,3260.309,884.027,105.628,957.217,305.248,1008.189,270.65,737.539,654.489,83.051,-17.088,2376.04,1945.696,430.344,187.994
2008Q4,14411.662,8055.357,6529.371,6511.813,17.558,1525.986,1040.028,54.626,2978.088,2994.69,856.801,127.991,951.502,325.642,732.754,169.81,562.945,634.815,-71.87,-16.602,2392.814,1955.462,437.352,196.547
2009Q1,14162.551,7739.385,6234.589,6219.894,14.695,1504.796,1015.911,55.357,3075.172,3090.781,776.05,120.888,913.805,326.526,953.512,171.977,781.535,603.223,178.312,-15.61,2387.44,1946.806,440.635,268.35
2009Q2,14188.354,7770.265,6262.793,6248.757,14.036,1507.472,1017.312,55.465,3087.187,3101.428,719.411,140.736,902.034,335.906,1003.34,195.331,808.009,544.069,263.94,-14.241,2369.055,1927.499,441.556,192.883
2009Q3,14263.641,7754.474,6245.162,6231.445,13.717,1509.312,1028.752,67.069,3188.502,3202.064,669.74,118.224,935.014,355.89,1123.196,206.414,916.782,450.678,466.104,-13.562,2358.981,1916.355,442.626,185.241
2009Q4,14530.841,7804.64,6286.581,6273.383,13.198,1518.059,1045.298,55.499,3366.773,3381.583,659.758,120.622,1001.652,372.046,1227.505,242.01,985.495,468.358,517.137,-14.81,2369.629,1923.377,446.252,120.407
2010Q1,14652.508,7774.624,6240.243,6227.341,12.902,1534.381,1044.645,54.794,3513.481,3529.764,646.243,126.022,1057.125,404.881,1295.493,256.34,1039.153,484.751,554.402,-16.282,2374.551,1924.246,450.305,112.103
2010Q2,14865.717,7918.168,6368.23,6354.758,13.472,1549.938,1062.14,55.491,3558.175,3576.63,621.6,122.725,1103.464,428.875,1299.966,262.247,1037.719,478.113,559.606,-18.455,2382.725,1927.477,455.248,114.476
2010Q3,15136.173,7990.231,6430.527,6416.587,13.94,1559.704,1069.075,56.001,3741.094,3760.651,584.241,129.358,1128.991,442.603,1475.458,279.18,1196.278,537.723,658.555,-19.556,2391.773,1932.699,459.075,5.434
2010Q4,15263.709,8048.854,6481.441,6467.634,13.807,1567.413,1076.434,56.948,3782.853,3802.743,588.956,127.205,1144.435,458.324,1483.823,291.302,1192.521,557.598,634.924,-19.889,2412.516,1948.534,463.982,45.765
2011Q1,15358.947,8177.679,6584.872,6571.185,13.687,1592.807,1091.504,58.877,3711.409,3730.891,591.599,145.512,1181.207,489.126,1323.447,285.121,1038.326,601.591,436.736,-19.482,2437.233,1967.536,469.697,-7.499
2011Q2,15573.082,8214.104,6615.89,6602.121,13.769,1598.214,1105.484,59.902,3849.809,3868.118,580.475,130.516,1211.868,501.353,1443.907,285.113,1158.794,620.945,537.849,-18.309,2463.587,1988.608,474.979,-15.544
2011Q3,15700.283,8295.333,6689.659,6675.489,14.17,1605.674,1103.878,60.169,3873.665,3891.209,553.859,128.038,1252.105,510.06,1447.146,256.38,1190.766,646.025,544.741,-17.544,2487.576,2007.406,480.17,-52.603
2011Q4,15863.772,8248.936,6645.66,6631.513,14.146,1603.276,1114.028,61.083,4052.834,4068.864,573.64,116.422,1268.165,525.626,1585.011,296.439,1288.572,663.77,624.803,-16.031,2509.057,2025.284,483.773,-21.513
2012Q1,16274.824,8464.321,6844.206,6830.193,14.013,1620.114,1130.876,58.394,4199.752,4214.397,621.629,108.356,1297.683,526.776,1659.954,319.888,1340.066,712.521,627.545,-14.645,2538.27,2049.672,488.598,-206.019
2012Q2,16379.664,8512.111,6884.319,6869.773,14.546,1627.792,1133.897,58.058,4227.82,4241.789,640.974,97.1,1308.658,532.464,1662.593,334.239,1328.354,704.919,623.435,-13.969,2563.894,2071.312,492.582,-172.549
2012Q3,16329.29,8554.266,6914.235,6899.714,14.521,1640.032,1131.325,56.306,4109.857,4123.002,569.003,86.507,1286.792,536.081,1644.617,341.719,1302.898,710.363,592.536,-13.145,2590.148,2094.302,495.846,-9.749
2012Q4,16646.696,8770.786,7101.772,7087.607,14.165,1669.014,1148.362,59.391,4177.028,4189.852,608.263,90.166,1306.555,542.554,1642.314,342.509,1299.805,933.769,366.037,-12.824,2609.909,2112.463,497.446,-226.277
2013Q1,16711.465,8740.945,7052.213,7037.343,14.869,1688.733,1175.409,59.388,4221.287,4233.938,562.264,96.964,1339.638,562.28,1672.79,360.544,1312.246,714.504,597.741,-12.65,2633.212,2133.956,499.255,-63.275
2013Q2,16848.772,8828.114,7111.514,7096.329,15.185,1716.599,1179.354,60.106,4237.058,4251.035,543.393,101.653,1364.139,576.295,1665.555,357.162,1308.393,940.16,368.233,-13.977,2664.353,2161.382,502.971,-120.085
2013Q3,16946.988,8854.208,7121.511,7106.185,15.327,1732.697,1190.191,59.966,4267.781,4282.002,551.903,102.272,1363.124,588.613,1676.09,364.32,1311.771,866.799,444.972,-14.221,2694.774,2188.238,506.536,6.85
2013Q4,17134.661,8951.284,7205.135,7189.667,15.468,1746.15,1198.34,59.42,4310.382,4324.107,553.427,128.309,1340.054,587.559,1714.757,367.645,1347.112,914.102,433.011,-13.725,2734.074,2222.795,511.279,57.358
2014Q1,17313.351,9123.341,7367.727,7352.133,15.594,1755.614,1215.936,58.698,4258.046,4268.36,559.952,113.706,1349.446,594.956,1650.3,403.576,1246.724,883.001,363.723,-10.315,2774.727,2259.701,515.026,-115.614
2014Q2,17652.741,9181.919,7418.852,7402.883,15.969,1763.067,1234.846,58.475,4492.656,4501.61,575.304,118.343,1376.742,599.082,1832.139,425.035,1407.104,899.831,507.273,-8.953,2801.795,2284.761,517.035,-134.233
2014Q3,17928.908,9290.227,7512.63,7496.499,16.131,1777.597,1245.624,58.183,4613.211,4621.01,596.602,177.269,1381.932,600.292,1864.915,397.515,1467.4,884.527,582.873,-7.799,2838.028,2318.146,519.883,-124.679
2014Q4,18101.313,9443.131,7643.904,7627.8,16.104,1799.227,1254.442,57.002,4596.551,4603.383,614.913,132.579,1371.742,599.679,1884.47,401.432,1483.038,925.726,557.312,-6.831,2864.191,2342.792,521.398,-189.234
2015Q1,18212.948,9573.603,7755.938,7739.614,16.324,1817.665,1259.103,55.995,4545.031,4549.484,632.318,124.316,1356.127,588.811,1847.912,413.74,1434.172,969.922,464.25,-4.454,2891.206,2368.143,523.063,-149.418
2015Q2,18381.066,9676.041,7840.672,7824.202,16.471,1835.369,1270.87,56.442,4577.734,4581.303,672.871,133.69,1339.92,603.074,1831.749,419.419,1412.33,923.927,488.403,-3.569,2912.862,2388.297,524.566,-101.282
2015Q3,18460.774,9762.001,7913.262,7896.396,16.866,1848.739,1275.845,57.676,4543.779,4545.948,673.226,135.027,1352.322,606.368,1779.005,391.381,1387.624,966.022,421.603,-2.169,2936.825,2410.596,526.229,-59.148
2015Q4,18497.179,9826.496,7968.523,7951.404,17.119,1857.973,1287.997,58.654,4490.48,4491.675,666.352,222.603,1342.52,607.153,1653.046,359.961,1293.086,1003.827,289.258,-1.195,2950.86,2424.423,526.437,-62.042
2016Q1,18592.063,9862.415,8003.469,7986.229,17.239,1858.946,1292.489,60.689,4536.416,4536.856,669.733,161.419,1335.886,611.984,1757.834,374.566,1383.268,1003.474,379.794,-0.44,2961.432,2434.792,526.64,-66.13
2016Q2,18630.413,9916.161,8050.156,8032.815,17.342,1866.004,1297.521,62.38,4484.193,4486.714,658.738,166.165,1333.965,619.124,1708.721,378.423,1330.297,970.895,359.402,-2.521,2994.919,2463.558,531.361,81.289
2016Q3,18800.88,10009.604,8130.424,8113.039,17.384,1879.18,1320.127,62.998,4513.903,4516.557,662.073,147.747,1355.867,619.876,1730.994,386.504,1344.491,901.022,443.468,-2.655,3020.245,2486.328,533.917,91.759
2016Q4,18984.656,10120.203,8224.858,8207.553,17.305,1895.345,1326.366,60.924,4543.172,4546.174,676.354,174.717,1371.136,623.91,1700.056,364.643,1335.413,939.535,395.878,-3.001,3055.839,2517.644,538.195,104.723
2017Q1,19237.015,10234.606,8321.309,8304.743,16.566,1913.297,1336.928,59.353,4635.425,4639.601,719.38,155.911,1409.373,633.854,1721.084,278.867,1442.217,1040.94,401.277,-4.176,3089.409,2547.047,542.362,43.069
2017Q2,19405.93,10346.597,8412.804,8395.824,16.979,1933.793,1353.479,58.042,4634.921,4639.446,715.577,146.284,1419.731,634.271,1723.584,291.112,1432.472,1080.793,351.679,-4.525,3128.974,2581.985,546.989,32.713
2017Q3,19601.627,10489.187,8529.079,8511.871,17.209,1960.108,1371.965,61.912,4631.928,4636.377,721.18,129.494,1423.933,643.753,1718.016,309.673,1408.344,980.84,427.504,-4.449,3170.459,2618.064,552.396,90.967
2017Q4,19932.229,10669.524,8676.874,8659.813,17.061,1992.65,1393.513,60.192,4722.414,4726.274,725.84,140.013,1461.5,656.233,1742.688,308.972,1433.716,1071.396,362.321,-3.86,3206.97,2649.166,557.804,104.858
2018Q1,20204.957,10793.16,8772.662,8755.774,16.888,2020.498,1423.291,58.705,4797.737,4800.907,746.232,146.597,1472.227,663.498,1772.353,282.439,1489.914,14.127,1475.788,-3.17,3249.473,2684.573,564.9,123.596
2018Q2,20470.2,10901.138,8853.506,8836.491,17.015,2047.632,1440.928,58.236,4891.18,4894.145,753.782,145.723,1479.569,669.037,1846.034,301.972,1544.062,388.959,1155.103,-2.965,3295.191,2722.285,572.906,110.712
2018Q3,20760.836,11052.538,8979.529,8962.004,17.525,2073.009,1463.593,57.831,4968.099,4972.549,752.051,172.041,1499.864,679.784,1868.808,299.402,1569.406,801.711,767.695,-4.45,3334.438,2755.788,578.65,37.894
2018Q4,20936.314,11123.918,9034.733,9017.261,17.472,2089.185,1500.564,78.508,5019.029,5026.81,773.52,158.881,1529.663,673.633,1891.113,305.881,1585.232,471.024,1114.208,-7.781,3371.311,2786.558,584.753,-18.447
2019Q1,21211.258,11340.453,9233.277,9214.947,18.33,2107.177,1508.328,69.054,5013.214,5026.52,772.025,170.691,1533.982,674.44,1875.383,283.093,1592.29,871.148,721.142,-13.307,3418.317,2828.049,590.268,-99.658
2019Q2,21369.395,11400.573,9285.008,9266.291,18.718,2115.565,1520.2,58.87,5044.702,5059.621,770.067,164.621,1535.592,682.8,1906.54,295.889,1610.651,886.652,723.999,-14.919,3462.789,2866.981,595.808,28.543
2019Q3,21557.692,11465.005,9340.972,9321.951,19.021,2124.033,1553.58,81.198,5120.509,5133.455,736.816,167.456,1570.867,690.231,1968.085,294.243,1673.842,910.895,762.946,-12.946,3499.797,2899.226,600.571,159.479
2019Q4,21793.424,11627.855,9488.76,9469.189,19.571,2139.095,1552.419,82.703,5166.693,5174.084,739.178,142.815,1582.66,706.257,2003.175,315.554,1687.621,1082.395,605.226,-7.39,3529.16,2924.558,604.601,139.794
2020Q1,21753.36,11788.802,9636.601,9620.556,16.045,2152.201,1555.343,80.661,4920.142,4920.904,730.215,134.54,1583.418,729.239,1743.493,269.338,1474.154,971.212,502.942,-0.762,3569.734,2961.668,608.066,-2.123
2020Q2,19785.283,11058.708,9004.818,8991.539,13.279,2053.891,1417.925,1032.43,4741.509,4743.25,768.561,135.883,1429.455,736.238,1673.111,280.928,1392.184,1174.677,217.507,-1.741,3599.571,2986.862,612.709,173.008
2020Q3,21278.878,11577.348,9441.454,9427.689,13.764,2135.895,1540.311,1163.937,5689.675,5696.842,748.322,153.573,1710.708,752.498,2331.741,351.852,1979.889,1255.527,724.362,-7.168,3635.481,3015.674,619.807,425.558
2020Q4,22201.274,11998.133,9808.923,9794.281,14.642,2189.211,1571.481,517.003,5462.05,5464.628,757.415,160.321,1674.448,755.736,2116.707,342.119,1774.588,1268.244,506.344,-2.578,3686.612,3058.68,627.932,-114.114
2021Q1,22666.12,12099.868,9888.91,9871.6,17.31,2210.958,1601.675,536.797,5768.348,5778.488,736.093,169.695,1699.759,754.372,2418.569,374.329,2044.24,1354.277,689.963,-10.14,3733.026,3096.071,636.955,14.573
2021Q2,23341.793,12414.481,10181.261,10163.614,17.647,2233.22,1704.535,846.811,6254.648,6268.422,691.178,186.741,1848.911,769.971,2771.62,452.428,2319.192,1549.717,769.475,-13.774,3814.94,3164.185,650.755,84.117
2021Q3,23960.834,12715.652,10462.419,10443.415,19.004,2253.232,1720.511,690.304,6301.569,6312.419,678.337,201.253,1870.426,782.632,2779.772,486.645,2293.126,1604.298,688.829,-10.85,3913.406,3248.425,664.98,21.544
2021Q4,24782.51,13048.221,10772.038,10752.897,19.141,2276.183,1773.621,430.375,6369.262,6378.224,686.568,215.005,1855.551,799.901,2821.198,562.1,2259.098,1669.83,589.267,-8.962,4021.781,3338.745,683.036,31.09
2022Q1,25355.538,13197.429,10910.487,10884.481,26.006,2286.941,1804.925,151.66,6353.835,6359.533,713.901,222.278,1835.997,818.606,2768.751,584.26,2184.491,1660.117,524.374,-5.698,4151.009,3448.243,702.766,-105.191
2022Q2,25911.036,13312.321,11013.315,10987.205,26.11,2299.006,1843.376,130.091,6612.524,6623.33,716.658,265.038,1849.479,860.369,2931.787,604.585,2327.202,1661.933,665.269,-10.806,4272.906,3549.299,723.607,-49.744
2022Q3,26428.685,13630.563,11297.004,11270.344,26.659,2333.56,1851.121,119.079,6694.06,6711.641,670.375,260.808,1889.057,887.162,3004.24,601.046,2403.194,1575.368,827.826,-17.582,4372.02,3632.373,739.646,-92.381
2022Q4,26524.802,13708.554,11345.619,11318.393,27.226,2362.935,1838.466,111.147,6655.366,6685.327,655.005,263.195,1901.143,918.289,2947.695,612.382,2335.313,1680.806,654.507,-29.961,4433.563,3683.59,749.973,245.712
2023Q1,26980.543,13908.829,11499.758,11471.077,28.681,2409.071,1844.856,104.042,6833.079,6873.168,680.457,232.914,1933.796,965.485,3060.515,608.088,2452.427,1638.935,813.492,-40.089,4497.821,3737.296,760.525,235.902
2023Q2,27229.058,14113.671,11662.736,11633.259,29.478,2450.935,1844.461,101.998,6830.154,6878.239,670.332,225.391,1931.691,998.019,3052.805,600.896,2451.909,1681.219,770.69,-48.084,4542.77,3775.865,766.905,300.997
2023Q3,27615.625,14355.547,11857.225,11827.692,29.533,2498.322,1865.055,104.241,6906.5,6956.474,607.499,239.978,1943.09,1012.853,3153.053,612.265,2540.788,1803.405,737.382,-49.974,4592.763,3819.308,773.455,459.221
2023Q4,28117.423,14535.463,11993.86,11964.01,29.85,2541.603,1889.68,98.728,7141.472,7190.998,631.23,256.307,1959.256,1033.579,3310.625,630.791,2679.835,1841.054,838.78,-49.526,4649.537,3869.04,780.496,307.299
2024Q1,28468.437,14760.769,12170.615,12140.64,29.975,2590.154,1921.71,95.709,7186.93,7234.81,636.902,302.227,1982.888,1069.014,3243.778,661.603,2582.175,1937.532,644.642,-47.88,4694.737,3906.004,788.733,239.724
2024Q2,28861.12,14965.578,12339.054,12308.521,30.532,2626.524,1943.205,93.717,7283.935,7331.512,623.005,282.196,2013.245,1069.665,3343.401,682.519,2660.882,1776.435,884.447,-47.577,4762.119,3964.249,797.87,285.924
2024Q3,29117.284,15138.339,12481.008,12449.896,31.112,2657.331,1965.861,92.815,7271.763,7317.932,578.888,287.438,2031.727,1077.265,3342.615,677.236,2665.379,1890.48,774.899,-46.169,4834.135,4025.242,808.893,394.379
2024Q4,29560.027,15331.807,12649.29,12617.81,31.48,2682.517,1987.964,94.717,7439.167,7487.38,605.559,273.859,2064.46,1096.651,3446.851,700.007,2746.844,1915.568,831.276,-48.212,4895.805,4076.134,819.672,265.155
2025Q1,29895.65,15533.625,12811.427,12779.722,31.705,2722.198,2014.357,107.697,7512.182,7560.504,628.483,276.116,2103.269,1115.588,3437.048,670.431,2766.617,1833.128,933.489,-48.322,4943.183,4112.407,830.776,146.463
2025Q2,30335.845,15724.309,12968.126,12936.149,31.977,2756.183,2203.114,119.97,7533.589,7586.019,629.204,274.248,2105.15,1119.216,3458.201,670.256,2787.945,1578.528,1209.417,-52.43,4994.803,4154.161,840.642,149.885
2025Q3,30706.517,15777.487,12995.268,12963.689,31.58,2782.219,2289.609,124.163,7649.533,7702.424,609.031,293.616,2114.684,1111.074,3574.019,693.412,2880.607,1657.211,1223.395,-52.891,5114.05,4259.563,854.487,388.572
